10000 1 -0.46039419363183453626
0.0001 0.817469 0.342924 0.624078
0.0001 0.372831 0.464319 0.855453
0.0001 0.307490 0.361152 0.375045
0.0001 0.700200 0.576758 0.373854
0.0001 0.019339 0.557130 0.582426
0.0001 0.299807 0.449540 0.701510
0.0001 0.068699 0.445080 0.757919
0.0001 0.994436 0.354391 0.139622
0.0001 0.387984 0.441968 0.240102
0.0001 0.589144 0.047148 0.679894
0.0001 0.041761 0.589239 0.834703
0.0001 0.274084 0.971361 0.920291
0.0001 0.652724 0.185729 0.897234
0.0001 0.789307 0.849231 0.543962
0.0001 0.362450 0.494814 0.901781
0.0001 0.302705 0.070972 0.493657
0.0001 0.508573 0.404979 0.386949
0.0001 0.582064 0.055587 0.895899
0.0001 0.331593 0.884109 0.310045
0.0001 0.673418 0.606463 0.440921
0.0001 0.167145 0.921423 0.358005
0.0001 0.620059 0.356049 0.918872
0.0001 0.233759 0.611294 0.623670
0.0001 0.735440 0.986421 0.269758
0.0001 0.544372 0.695842 0.617365
0.0001 0.334848 0.017555 0.675438
0.0001 0.972317 0.193041 0.423334
0.0001 0.060028 0.980547 0.803082
0.0001 0.706094 0.128224 0.766689
0.0001 0.731360 0.270064 0.419299
0.0001 0.532077 0.757879 0.120945
0.0001 0.750113 0.356614 0.856285
0.0001 0.600002 0.159681 0.960304
0.0001 0.108563 0.328304 0.596526
0.0001 0.550904 0.354394 0.833001
0.0001 0.933176 0.010374 0.421064
0.0001 0.021223 0.360308 0.697374
0.0001 0.486506 0.213343 0.562462
0.0001 0.669099 0.414752 0.624954
0.0001 0.884770 0.849823 0.562627
0.0001 0.792549 0.572964 0.104995
0.0001 0.978505 0.123904 0.202759
0.0001 0.136964 0.539221 0.036144
0.0001 0.088375 0.692467 0.097948
0.0001 0.759885 0.424959 0.303753
0.0001 0.665290 0.212768 0.176610
0.0001 0.967151 0.450878 0.622224
0.0001 0.091998 0.731278 0.509834
0.0001 0.367283 0.745949 0.186516
0.0001 0.940878 0.520740 0.246929
0.0001 0.047118 0.399656 0.694463
0.0001 0.477099 0.051554 0.526984
0.0001 0.348125 0.772802 0.039183
0.0001 0.651399 0.296109 0.526637
0.0001 0.303100 0.085483 0.938741
0.0001 0.600598 0.560061 0.854955
0.0001 0.747237 0.238786 0.353900
0.0001 0.027498 0.610357 0.050292
0.0001 0.391619 0.996041 0.435851
0.0001 0.224277 0.470385 0.606735
0.0001 0.458406 0.067106 0.267428
0.0001 0.183396 0.866534 0.706705
0.0001 0.161705 0.706826 0.291135
0.0001 0.603114 0.328929 0.612226
0.0001 0.674793 0.081630 0.281864
0.0001 0.245118 0.950187 0.421720
0.0001 0.602592 0.246199 0.044950
0.0001 0.849087 0.090924 0.982165
0.0001 0.496234 0.789663 0.718526
0.0001 0.302358 0.245669 0.692690
0.0001 0.978213 0.509328 0.704776
0.0001 0.344055 0.181464 0.658954
0.0001 0.686719 0.028479 0.288574
0.0001 0.057541 0.208968 0.416815
0.0001 0.220461 0.725714 0.784943
0.0001 0.918077 0.970358 0.007991
0.0001 0.304866 0.072067 0.093933
0.0001 0.984346 0.288987 0.593433
0.0001 0.267005 0.680513 0.764944
0.0001 0.720702 0.758679 0.080970
0.0001 0.395627 0.862947 0.142207
0.0001 0.385276 0.091253 0.376125
0.0001 0.568486 0.067385 0.468988
0.0001 0.277946 0.356067 0.972300
0.0001 0.777653 0.907836 0.932445
0.0001 0.642821 0.202813 0.772592
0.0001 0.435929 0.499776 0.304939
0.0001 0.084459 0.800647 0.929354
0.0001 0.792911 0.819009 0.768796
0.0001 0.853336 0.683311 0.811601
0.0001 0.657039 0.543178 0.309876
0.0001 0.712881 0.319394 0.537727
0.0001 0.608356 0.479577 0.866465
0.0001 0.055494 0.753751 0.781777
0.0001 0.398065 0.885907 0.283814
0.0001 0.567442 0.344246 0.938874
0.0001 0.380222 0.197401 0.700906
0.0001 0.033404 0.097533 0.686775
0.0001 0.609330 0.814870 0.518262
0.0001 0.118556 0.212139 0.624945
0.0001 0.775196 0.008807 0.523951
0.0001 0.129332 0.530895 0.794638
0.0001 0.563079 0.982421 0.627708
0.0001 0.682760 0.705328 0.045294
0.0001 0.817178 0.326144 0.216722
0.0001 0.439184 0.440014 0.226046
0.0001 0.596188 0.927685 0.799281
0.0001 0.816923 0.636839 0.619650
0.0001 0.405824 0.163773 0.538636
0.0001 0.396007 0.084838 0.919500
0.0001 0.892099 0.853787 0.312014
0.0001 0.225550 0.348500 0.151218
0.0001 0.047087 0.797253 0.496648
0.0001 0.404097 0.391426 0.999050
0.0001 0.934242 0.213618 0.321306
0.0001 0.612950 0.456164 0.906127
0.0001 0.470102 0.115905 0.050536
0.0001 0.992754 0.023309 0.543516
0.0001 0.373648 0.740591 0.947147
0.0001 0.481744 0.066263 0.417941
0.0001 0.291035 0.898279 0.665820
0.0001 0.569438 0.692716 0.659677
0.0001 0.044468 0.894148 0.328943
0.0001 0.844651 0.343097 0.591265
0.0001 0.115775 0.692012 0.913943
0.0001 0.160150 0.800504 0.603667
0.0001 0.943797 0.234413 0.612462
0.0001 0.456357 0.768291 0.820731
0.0001 0.129799 0.070952 0.899741
0.0001 0.965540 0.838986 0.512180
0.0001 0.238627 0.118572 0.716537
0.0001 0.896794 0.295944 0.865865
0.0001 0.236253 0.762887 0.538170
0.0001 0.610853 0.644390 0.773239
0.0001 0.108195 0.039694 0.507149
0.0001 0.463191 0.565767 0.926734
0.0001 0.705103 0.624890 0.026222
0.0001 0.691374 0.830399 0.436480
0.0001 0.319130 0.034032 0.389444
0.0001 0.175069 0.468626 0.501554
0.0001 0.192805 0.326541 0.691135
0.0001 0.492201 0.946598 0.326813
0.0001 0.679990 0.986090 0.712450
0.0001 0.304382 0.264276 0.846700
0.0001 0.146251 0.931898 0.173970
0.0001 0.964729 0.687010 0.898100
0.0001 0.663119 0.332969 0.148273
0.0001 0.000592 0.432965 0.291758
0.0001 0.979754 0.843611 0.453047
0.0001 0.949269 0.579346 0.482900
0.0001 0.367325 0.100786 0.198712
0.0001 0.838717 0.824602 0.848913
0.0001 0.115438 0.696847 0.491599
0.0001 0.826216 0.053527 0.183392
0.0001 0.884660 0.042502 0.882919
0.0001 0.332745 0.602854 0.077093
0.0001 0.880324 0.721049 0.989990
0.0001 0.170414 0.457566 0.159359
0.0001 0.193217 0.639131 0.464604
0.0001 0.822502 0.742103 0.965725
0.0001 0.049340 0.698338 0.756300
0.0001 0.606095 0.494995 0.119297
0.0001 0.793356 0.901579 0.228865
0.0001 0.583033 0.002819 0.363798
0.0001 0.305758 0.584838 0.567331
0.0001 0.906509 0.640857 0.874520
0.0001 0.163865 0.528864 0.112766
0.0001 0.222091 0.599346 0.876665
0.0001 0.455390 0.506183 0.294200
0.0001 0.939630 0.188419 0.162995
0.0001 0.594879 0.397194 0.548413
0.0001 0.080575 0.269342 0.360824
0.0001 0.929517 0.531288 0.498100
0.0001 0.496256 0.075136 0.329174
0.0001 0.124615 0.151915 0.611550
0.0001 0.369841 0.847711 0.483197
0.0001 0.454798 0.361707 0.800619
0.0001 0.422224 0.764421 0.071761
0.0001 0.510001 0.523790 0.808035
0.0001 0.637540 0.742185 0.054586
0.0001 0.528016 0.894241 0.837881
0.0001 0.123043 0.403552 0.211010
0.0001 0.850645 0.819344 0.500016
0.0001 0.107762 0.333982 0.811289
0.0001 0.916657 0.198203 0.739896
0.0001 0.012944 0.152858 0.314913
0.0001 0.720217 0.708467 0.207455
0.0001 0.655041 0.879555 0.116396
0.0001 0.241306 0.400233 0.373359
0.0001 0.900158 0.472935 0.707114
0.0001 0.075971 0.948855 0.491432
0.0001 0.415757 0.253339 0.835553
0.0001 0.026446 0.162369 0.958627
0.0001 0.011429 0.042055 0.671580
0.0001 0.128984 0.399802 0.658661
0.0001 0.719397 0.268364 0.098913
0.0001 0.060318 0.751489 0.920036
0.0001 0.357513 0.987974 0.428901
0.0001 0.810787 0.411389 0.052160
0.0001 0.850328 0.362998 0.162457
0.0001 0.582800 0.916587 0.524250
0.0001 0.765912 0.031724 0.556489
0.0001 0.233424 0.839538 0.374765
0.0001 0.467122 0.425381 0.210393
0.0001 0.439868 0.217452 0.511013
0.0001 0.924048 0.542937 0.129469
0.0001 0.300145 0.663944 0.030511
0.0001 0.625078 0.355134 0.970686
0.0001 0.922171 0.172966 0.166093
0.0001 0.752637 0.174837 0.826689
0.0001 0.697617 0.388295 0.405394
0.0001 0.615361 0.632509 0.503937
0.0001 0.041008 0.482641 0.288732
0.0001 0.858689 0.693769 0.726087
0.0001 0.473163 0.115315 0.434644
0.0001 0.320178 0.426490 0.928996
0.0001 0.217344 0.887506 0.697202
0.0001 0.862940 0.200134 0.029961
0.0001 0.040961 0.615598 0.734470
0.0001 0.995312 0.088484 0.465912
0.0001 0.673047 0.239683 0.328110
0.0001 0.775395 0.849857 0.098163
0.0001 0.093319 0.530293 0.282105
0.0001 0.523623 0.301432 0.379486
0.0001 0.027450 0.752523 0.336100
0.0001 0.702805 0.255329 0.846411
0.0001 0.937520 0.373619 0.359346
0.0001 0.895923 0.716196 0.868559
0.0001 0.595322 0.424285 0.541289
0.0001 0.872921 0.787758 0.366037
0.0001 0.020452 0.606274 0.061679
0.0001 0.877205 0.848151 0.469482
0.0001 0.777153 0.234980 0.926416
0.0001 0.987149 0.539543 0.952270
0.0001 0.711965 0.098953 0.900086
0.0001 0.077466 0.050034 0.033115
0.0001 0.287704 0.562844 0.924214
0.0001 0.390268 0.194867 0.881101
0.0001 0.972506 0.574417 0.301579
0.0001 0.761072 0.645855 0.344730
0.0001 0.630044 0.527035 0.477485
0.0001 0.678636 0.528636 0.456762
0.0001 0.816509 0.663927 0.730674
0.0001 0.415103 0.059175 0.812801
0.0001 0.788329 0.662839 0.446267
0.0001 0.923584 0.698944 0.499390
0.0001 0.437175 0.257299 0.373631
0.0001 0.053244 0.888895 0.720677
0.0001 0.484449 0.083416 0.889816
0.0001 0.960719 0.836183 0.623420
0.0001 0.788480 0.783214 0.793520
0.0001 0.218354 0.291951 0.554548
0.0001 0.861064 0.404851 0.900793
0.0001 0.999931 0.778039 0.000298
0.0001 0.490572 0.618980 0.381344
0.0001 0.431376 0.887933 0.930632
0.0001 0.989330 0.555948 0.209753
0.0001 0.226840 0.002896 0.843791
0.0001 0.766857 0.154559 0.427800
0.0001 0.052929 0.297169 0.035221
0.0001 0.526669 0.067648 0.991092
0.0001 0.107756 0.995663 0.150767
0.0001 0.641378 0.435029 0.319803
0.0001 0.828702 0.411720 0.677099
0.0001 0.350051 0.322016 0.242888
0.0001 0.507513 0.983796 0.428204
0.0001 0.097861 0.910525 0.713393
0.0001 0.268090 0.793356 0.093509
0.0001 0.777895 0.794794 0.545954
0.0001 0.991352 0.172694 0.235095
0.0001 0.685980 0.181403 0.107172
0.0001 0.116288 0.822863 0.920948
0.0001 0.474529 0.522869 0.470690
0.0001 0.011294 0.533634 0.394363
0.0001 0.389522 0.232203 0.610416
0.0001 0.362805 0.994357 0.777370
0.0001 0.427919 0.315543 0.702890
0.0001 0.085210 0.434187 0.087512
0.0001 0.801619 0.743191 0.781138
0.0001 0.183564 0.314088 0.355816
0.0001 0.729932 0.348790 0.693774
0.0001 0.792203 0.117755 0.312132
0.0001 0.234937 0.023655 0.660234
0.0001 0.519621 0.189064 0.549650
0.0001 0.339170 0.259726 0.000796
0.0001 0.632674 0.868571 0.520299
0.0001 0.084340 0.820439 0.455801
0.0001 0.593295 0.660429 0.865855
0.0001 0.155039 0.987566 0.238822
0.0001 0.559766 0.424150 0.328074
0.0001 0.268427 0.181433 0.361514
0.0001 0.993257 0.424808 0.965843
0.0001 0.947788 0.902002 0.147191
0.0001 0.464845 0.903359 0.330977
0.0001 0.462283 0.478171 0.881739
0.0001 0.272487 0.878734 0.587388
0.0001 0.776533 0.322566 0.022212
0.0001 0.007158 0.687028 0.105534
0.0001 0.077230 0.733223 0.087723
0.0001 0.255289 0.933086 0.018265
0.0001 0.371614 0.434964 0.346146
0.0001 0.430680 0.719355 0.267927
0.0001 0.084049 0.191494 0.074012
0.0001 0.482666 0.674065 0.712925
0.0001 0.167509 0.291675 0.361743
0.0001 0.337650 0.857467 0.483484
0.0001 0.260878 0.806307 0.375358
0.0001 0.345123 0.631120 0.871762
0.0001 0.235966 0.863825 0.116242
0.0001 0.576321 0.759002 0.814536
0.0001 0.524204 0.597340 0.795332
0.0001 0.936804 0.401939 0.322259
0.0001 0.349714 0.286788 0.703014
0.0001 0.060787 0.116317 0.471976
0.0001 0.706987 0.390627 0.548983
0.0001 0.893648 0.317730 0.496696
0.0001 0.641477 0.766683 0.910670
0.0001 0.256221 0.864841 0.860015
0.0001 0.688538 0.932331 0.689077
0.0001 0.489499 0.183015 0.736843
0.0001 0.418168 0.676119 0.050977
0.0001 0.770973 0.489821 0.986254
0.0001 0.275500 0.891067 0.705914
0.0001 0.022361 0.965762 0.000152
0.0001 0.770929 0.877117 0.880393
0.0001 0.674468 0.545670 0.981301
0.0001 0.767180 0.484269 0.801323
0.0001 0.463039 0.487420 0.021818
0.0001 0.567301 0.472007 0.810342
0.0001 0.846225 0.103367 0.750201
0.0001 0.773862 0.592204 0.064227
0.0001 0.861146 0.277523 0.273814
0.0001 0.622163 0.801676 0.656127
0.0001 0.550939 0.279657 0.011268
0.0001 0.348544 0.678900 0.340435
0.0001 0.934426 0.661231 0.437269
0.0001 0.171020 0.836311 0.591210
0.0001 0.366395 0.365450 0.631084
0.0001 0.038951 0.201679 0.504326
0.0001 0.229146 0.220109 0.417571
0.0001 0.788997 0.381258 0.762250
0.0001 0.421108 0.934501 0.262577
0.0001 0.683410 0.595040 0.413677
0.0001 0.742670 0.248939 0.614474
0.0001 0.613684 0.601697 0.522546
0.0001 0.149032 0.839379 0.349489
0.0001 0.347591 0.445328 0.864039
0.0001 0.327407 0.285877 0.563793
0.0001 0.215296 0.388091 0.260697
0.0001 0.571590 0.244271 0.668361
0.0001 0.802388 0.411484 0.466635
0.0001 0.191203 0.448332 0.983735
0.0001 0.098214 0.410421 0.730442
0.0001 0.098520 0.299917 0.458409
0.0001 0.684133 0.987751 0.083232
0.0001 0.952482 0.430598 0.197513
0.0001 0.338234 0.514664 0.702271
0.0001 0.576481 0.154950 0.789258
0.0001 0.491521 0.180482 0.056458
0.0001 0.488168 0.549699 0.689216
0.0001 0.840483 0.771200 0.578382
0.0001 0.927101 0.582664 0.387936
0.0001 0.552504 0.530580 0.731358
0.0001 0.387272 0.680194 0.212118
0.0001 0.989010 0.640846 0.891603
0.0001 0.074998 0.152916 0.811960
0.0001 0.913644 0.713583 0.763017
0.0001 0.086135 0.031299 0.176578
0.0001 0.132740 0.131580 0.512877
0.0001 0.667597 0.696721 0.274763
0.0001 0.166985 0.579774 0.021691
0.0001 0.444271 0.275707 0.866602
0.0001 0.507109 0.104422 0.418890
0.0001 0.354910 0.650853 0.488976
0.0001 0.975357 0.863467 0.357245
0.0001 0.630390 0.380222 0.079145
0.0001 0.531600 0.374859 0.561379
0.0001 0.391690 0.293831 0.112564
0.0001 0.614944 0.710898 0.679424
0.0001 0.477222 0.509456 0.648615
0.0001 0.241361 0.030253 0.516612
0.0001 0.086713 0.250758 0.801631
0.0001 0.723099 0.481052 0.821392
0.0001 0.256243 0.430116 0.560500
0.0001 0.280590 0.223847 0.248193
0.0001 0.323265 0.558977 0.303930
0.0001 0.416999 0.849962 0.811708
0.0001 0.476244 0.367734 0.300425
0.0001 0.615214 0.051473 0.396919
0.0001 0.521215 0.064755 0.626849
0.0001 0.551523 0.160828 0.746411
0.0001 0.274392 0.696552 0.359290
0.0001 0.746819 0.974415 0.845337
0.0001 0.339496 0.833435 0.083797
0.0001 0.165906 0.471217 0.101974
0.0001 0.470446 0.572668 0.980346
0.0001 0.942705 0.360096 0.164372
0.0001 0.178649 0.987914 0.204134
0.0001 0.636397 0.477976 0.903345
0.0001 0.441219 0.027447 0.190391
0.0001 0.219392 0.145316 0.585358
0.0001 0.966837 0.541044 0.430334
0.0001 0.566199 0.316151 0.476687
0.0001 0.367752 0.768332 0.894417
0.0001 0.047356 0.761483 0.575071
0.0001 0.935195 0.640875 0.567702
0.0001 0.470619 0.759232 0.035552
0.0001 0.279910 0.111692 0.952440
0.0001 0.978151 0.254308 0.041218
0.0001 0.064705 0.440627 0.095735
0.0001 0.211703 0.778497 0.751794
0.0001 0.742960 0.872573 0.034998
0.0001 0.486308 0.539245 0.418725
0.0001 0.673369 0.417590 0.757912
0.0001 0.103226 0.350313 0.865103
0.0001 0.762855 0.311285 0.396791
0.0001 0.912850 0.464152 0.215598
0.0001 0.365895 0.874055 0.094468
0.0001 0.124709 0.741519 0.409966
0.0001 0.952023 0.780212 0.984764
0.0001 0.942440 0.551591 0.981896
0.0001 0.513980 0.317306 0.968933
0.0001 0.499902 0.638635 0.113780
0.0001 0.925179 0.402883 0.165298
0.0001 0.764674 0.412846 0.372257
0.0001 0.946354 0.903543 0.593519
0.0001 0.716840 0.009395 0.965414
0.0001 0.305454 0.861504 0.046821
0.0001 0.929206 0.920715 0.222035
0.0001 0.542229 0.432180 0.998275
0.0001 0.205159 0.721132 0.959771
0.0001 0.596061 0.978370 0.224828
0.0001 0.417835 0.018189 0.870426
0.0001 0.674074 0.602674 0.887061
0.0001 0.232191 0.149438 0.635539
0.0001 0.198628 0.070589 0.741961
0.0001 0.302773 0.960319 0.125100
0.0001 0.765754 0.730874 0.176059
0.0001 0.924807 0.627037 0.547061
0.0001 0.001923 0.120832 0.148880
0.0001 0.515089 0.305779 0.687330
0.0001 0.847908 0.088208 0.094011
0.0001 0.668316 0.369101 0.281697
0.0001 0.308769 0.426048 0.013106
0.0001 0.442449 0.389951 0.494975
0.0001 0.734328 0.437673 0.939760
0.0001 0.479768 0.637294 0.947085
0.0001 0.012758 0.981298 0.906643
0.0001 0.420398 0.694738 0.168615
0.0001 0.972202 0.477025 0.263390
0.0001 0.582561 0.649892 0.539223
0.0001 0.117679 0.329657 0.831075
0.0001 0.659382 0.698108 0.303242
0.0001 0.380661 0.077065 0.963619
0.0001 0.165063 0.173395 0.236355
0.0001 0.374698 0.469261 0.883440
0.0001 0.057293 0.231140 0.164043
0.0001 0.997289 0.876079 0.397119
0.0001 0.819203 0.449728 0.158102
0.0001 0.043919 0.399524 0.345438
0.0001 0.704326 0.797149 0.741791
0.0001 0.943992 0.167499 0.135486
0.0001 0.241662 0.439687 0.378956
0.0001 0.518616 0.595985 0.968735
0.0001 0.084430 0.806014 0.455561
0.0001 0.361563 0.000918 0.341361
0.0001 0.113121 0.188389 0.774300
0.0001 0.132227 0.798140 0.017411
0.0001 0.989205 0.486579 0.167855
0.0001 0.358298 0.565632 0.612823
0.0001 0.386450 0.385323 0.453561
0.0001 0.855284 0.970935 0.256699
0.0001 0.890428 0.666543 0.883810
0.0001 0.527023 0.711311 0.459546
0.0001 0.883297 0.572742 0.482015
0.0001 0.576847 0.416621 0.478056
0.0001 0.756769 0.303418 0.457431
0.0001 0.071871 0.359178 0.537437
0.0001 0.148880 0.680736 0.922514
0.0001 0.027783 0.558090 0.082400
0.0001 0.519912 0.328788 0.539116
0.0001 0.366238 0.835623 0.350607
0.0001 0.293733 0.726022 0.098996
0.0001 0.166623 0.744799 0.132457
0.0001 0.022251 0.731865 0.294559
0.0001 0.292195 0.518825 0.390980
0.0001 0.558650 0.978666 0.040549
0.0001 0.477735 0.444024 0.475194
0.0001 0.407234 0.707313 0.760595
0.0001 0.164156 0.632900 0.007834
0.0001 0.128857 0.785324 0.690950
0.0001 0.762619 0.139961 0.806961
0.0001 0.268410 0.187247 0.147127
0.0001 0.976253 0.363500 0.484431
0.0001 0.979781 0.248055 0.449543
0.0001 0.649517 0.409587 0.281342
0.0001 0.388961 0.682237 0.197608
0.0001 0.993646 0.880264 0.903932
0.0001 0.221477 0.978710 0.592747
0.0001 0.893947 0.822735 0.676375
0.0001 0.964725 0.367939 0.237938
0.0001 0.831462 0.786251 0.172407
0.0001 0.630826 0.609602 0.799628
0.0001 0.113171 0.875650 0.239428
0.0001 0.544339 0.447433 0.996810
0.0001 0.677112 0.959750 0.244481
0.0001 0.853111 0.115896 0.052985
0.0001 0.070587 0.441887 0.955250
0.0001 0.311130 0.452257 0.217134
0.0001 0.728877 0.789196 0.885820
0.0001 0.834321 0.321649 0.675656
0.0001 0.657032 0.983486 0.601846
0.0001 0.082010 0.784946 0.685390
0.0001 0.836517 0.835720 0.106176
0.0001 0.608289 0.306996 0.186164
0.0001 0.155984 0.825507 0.648558
0.0001 0.814862 0.710146 0.058452
0.0001 0.318682 0.082522 0.274141
0.0001 0.945390 0.392604 0.684564
0.0001 0.991235 0.635116 0.438171
0.0001 0.450663 0.292527 0.260002
0.0001 0.909478 0.036432 0.587321
0.0001 0.222181 0.639564 0.716574
0.0001 0.325326 0.567330 0.565315
0.0001 0.994644 0.578852 0.208942
0.0001 0.754526 0.392210 0.231519
0.0001 0.860223 0.137880 0.789950
0.0001 0.947999 0.897716 0.019226
0.0001 0.540397 0.691235 0.152104
0.0001 0.847967 0.306327 0.572639
0.0001 0.271723 0.927063 0.553396
0.0001 0.064205 0.365487 0.881825
0.0001 0.917413 0.089660 0.597582
0.0001 0.265790 0.291591 0.822581
0.0001 0.750918 0.377028 0.794126
0.0001 0.251714 0.270888 0.252509
0.0001 0.356470 0.924345 0.611316
0.0001 0.609014 0.228889 0.073927
0.0001 0.439624 0.412944 0.338477
0.0001 0.915310 0.765895 0.448520
0.0001 0.772653 0.439523 0.168147
0.0001 0.984439 0.932001 0.126496
0.0001 0.894280 0.596405 0.489612
0.0001 0.006675 0.988214 0.455532
0.0001 0.261817 0.087627 0.326297
0.0001 0.299309 0.498027 0.081192
0.0001 0.944229 0.388671 0.837238
0.0001 0.931976 0.697861 0.304429
0.0001 0.761869 0.803554 0.526201
0.0001 0.924740 0.703169 0.205129
0.0001 0.190277 0.199905 0.661748
0.0001 0.836443 0.855053 0.910648
0.0001 0.984472 0.616721 0.743838
0.0001 0.407572 0.168936 0.191169
0.0001 0.200723 0.083938 0.192188
0.0001 0.779813 0.781170 0.844068
0.0001 0.589668 0.104093 0.859967
0.0001 0.077086 0.329767 0.760428
0.0001 0.336887 0.048029 0.801541
0.0001 0.851426 0.062194 0.793607
0.0001 0.975328 0.639772 0.639608
0.0001 0.557737 0.378106 0.750719
0.0001 0.805632 0.533339 0.966473
0.0001 0.976246 0.756542 0.541567
0.0001 0.932734 0.963098 0.356502
0.0001 0.914785 0.429513 0.267275
0.0001 0.963897 0.820850 0.635475
0.0001 0.154228 0.165143 0.796432
0.0001 0.116752 0.481217 0.139362
0.0001 0.637625 0.445810 0.890721
0.0001 0.142995 0.237758 0.246764
0.0001 0.610384 0.266777 0.973395
0.0001 0.423804 0.010966 0.192404
0.0001 0.563585 0.051648 0.840792
0.0001 0.555601 0.306379 0.923516
0.0001 0.052370 0.018098 0.238156
0.0001 0.094257 0.420160 0.916977
0.0001 0.365990 0.037312 0.180519
0.0001 0.497236 0.501608 0.810170
