100000 1 -0.462245
1e-05 0.712685 0.541856 0.609050
1e-05 0.270073 0.576837 0.395959
1e-05 0.306187 0.304494 0.994606
1e-05 0.702038 0.092830 0.104888
1e-05 0.232621 0.784548 0.819131
1e-05 0.414860 0.122318 0.147577
1e-05 0.358116 0.846921 0.053969
1e-05 0.674663 0.339386 0.187850
1e-05 0.609350 0.300640 0.910197
1e-05 0.925064 0.650835 0.710667
1e-05 0.234250 0.479928 0.016316
1e-05 0.874366 0.936853 0.279438
1e-05 0.307130 0.942073 0.673418
1e-05 0.434792 0.035696 0.844207
1e-05 0.067307 0.167541 0.411211
1e-05 0.753893 0.337093 0.792682
1e-05 0.854231 0.351512 0.827873
1e-05 0.878335 0.123739 0.705081
1e-05 0.396145 0.359721 0.537385
1e-05 0.346674 0.983784 0.514091
1e-05 0.011574 0.388200 0.230662
1e-05 0.013480 0.744502 0.022936
1e-05 0.799598 0.199388 0.900639
1e-05 0.414580 0.633217 0.661574
1e-05 0.040026 0.632129 0.380213
1e-05 0.153079 0.914819 0.638640
1e-05 0.515337 0.914462 0.405839
1e-05 0.974732 0.268255 0.241365
1e-05 0.025064 0.806546 0.685254
1e-05 0.872183 0.080314 0.670715
1e-05 0.188399 0.540892 0.016730
1e-05 0.087495 0.741321 0.282067
1e-05 0.364678 0.320774 0.306353
1e-05 0.405993 0.178193 0.214923
1e-05 0.879045 0.888010 0.115892
1e-05 0.528491 0.282859 0.232866
1e-05 0.472601 0.199928 0.106079
1e-05 0.611620 0.003348 0.463459
1e-05 0.740364 0.496210 0.140172
1e-05 0.678729 0.491550 0.139078
1e-05 0.989862 0.459223 0.355423
1e-05 0.766750 0.578116 0.773112
1e-05 0.457794 0.745366 0.054555
1e-05 0.249674 0.565344 0.454791
1e-05 0.639736 0.197549 0.240186
1e-05 0.530840 0.223713 0.484987
1e-05 0.977437 0.661396 0.121687
1e-05 0.251129 0.254938 0.097881
1e-05 0.145825 0.413538 0.315328
1e-05 0.066263 0.648014 0.425589
1e-05 0.040844 0.798431 0.581814
1e-05 0.387529 0.095239 0.233063
1e-05 0.188780 0.606734 0.086072
1e-05 0.936915 0.002531 0.624104
1e-05 0.998904 0.170815 0.777760
1e-05 0.342123 0.601463 0.368703
1e-05 0.841807 0.791583 0.795439
1e-05 0.847576 0.266018 0.155907
1e-05 0.477149 0.701542 0.523389
1e-05 0.039786 0.621708 0.774863
1e-05 0.414649 0.147376 0.615656
1e-05 0.119687 0.584455 0.564095
1e-05 0.537593 0.922255 0.947904
1e-05 0.723063 0.358151 0.387277
1e-05 0.379406 0.877089 0.228027
1e-05 0.297848 0.772136 0.256684
1e-05 0.357489 0.729340 0.174684
1e-05 0.723063 0.522886 0.875630
1e-05 0.010510 0.777468 0.220804
1e-05 0.404176 0.707406 0.554140
1e-05 0.309957 0.639090 0.016998
1e-05 0.881318 0.391084 0.199147
1e-05 0.940474 0.385257 0.542272
1e-05 0.372205 0.098147 0.366322
1e-05 0.163123 0.781442 0.100499
1e-05 0.365468 0.889127 0.383134
1e-05 0.279979 0.307575 0.281814
1e-05 0.896205 0.217473 0.062578
1e-05 0.534606 0.985822 0.393090
1e-05 0.949466 0.093098 0.795397
1e-05 0.106940 0.224471 0.332882
1e-05 0.717965 0.395937 0.641209
1e-05 0.550967 0.162272 0.083449
1e-05 0.634905 0.575755 0.981640
1e-05 0.227493 0.775283 0.985054
1e-05 0.831347 0.023547 0.953878
1e-05 0.309917 0.150508 0.256017
1e-05 0.304282 0.305131 0.134117
1e-05 0.847649 0.909071 0.862142
1e-05 0.980760 0.336488 0.465513
1e-05 0.019796 0.149617 0.944013
1e-05 0.544483 0.549331 0.709292
1e-05 0.620463 0.931669 0.082862
1e-05 0.180108 0.548771 0.920544
1e-05 0.946860 0.199383 0.107275
1e-05 0.607739 0.737604 0.133122
1e-05 0.152886 0.496403 0.935028
1e-05 0.935368 0.408584 0.253269
1e-05 0.069737 0.174831 0.731919
1e-05 0.732834 0.688638 0.252944
1e-05 0.436187 0.126744 0.953844
1e-05 0.344943 0.619141 0.272348
1e-05 0.181183 0.602882 0.110519
1e-05 0.126911 0.562140 0.222270
1e-05 0.122404 0.872847 0.859687
1e-05 0.551713 0.225328 0.443277
1e-05 0.373390 0.443450 0.645829
1e-05 0.826301 0.076316 0.734784
1e-05 0.246599 0.097019 0.410636
1e-05 0.701342 0.302095 0.772916
1e-05 0.285618 0.805508 0.668011
1e-05 0.984175 0.858076 0.004478
1e-05 0.352449 0.098710 0.141666
1e-05 0.665800 0.230801 0.504370
1e-05 0.611026 0.562725 0.384560
1e-05 0.192099 0.457244 0.857071
1e-05 0.197041 0.361603 0.261488
1e-05 0.844419 0.055448 0.503472
1e-05 0.938502 0.493064 0.585017
1e-05 0.684887 0.868376 0.414592
1e-05 0.281172 0.812913 0.786348
1e-05 0.221787 0.436806 0.152372
1e-05 0.010029 0.197867 0.887081
1e-05 0.607860 0.332668 0.788273
1e-05 0.541099 0.423255 0.416937
1e-05 0.229350 0.010826 0.962602
1e-05 0.638450 0.420656 0.638670
1e-05 0.706082 0.961548 0.654124
1e-05 0.019073 0.982252 0.644213
1e-05 0.309954 0.764444 0.494443
1e-05 0.682252 0.766647 0.372818
1e-05 0.520501 0.194784 0.559355
1e-05 0.189910 0.507895 0.577454
1e-05 0.007473 0.754368 0.880386
1e-05 0.708452 0.025180 0.620393
1e-05 0.674027 0.574043 0.651825
1e-05 0.276335 0.386665 0.495963
1e-05 0.719211 0.249030 0.401831
1e-05 0.505227 0.358156 0.412647
1e-05 0.116836 0.178469 0.666466
1e-05 0.060730 0.160582 0.750929
1e-05 0.237374 0.142212 0.872229
1e-05 0.093391 0.507099 0.251144
1e-05 0.256304 0.890918 0.124480
1e-05 0.146329 0.670635 0.915728
1e-05 0.933356 0.291678 0.701783
1e-05 0.159544 0.163470 0.260171
1e-05 0.598974 0.147448 0.858101
1e-05 0.012729 0.985293 0.360500
1e-05 0.102274 0.720946 0.342384
1e-05 0.436179 0.165684 0.840564
1e-05 0.356517 0.123422 0.818015
1e-05 0.954054 0.052065 0.198480
1e-05 0.482218 0.138754 0.082524
1e-05 0.770630 0.351848 0.661266
1e-05 0.206923 0.373091 0.414741
1e-05 0.804945 0.363652 0.885512
1e-05 0.149294 0.893652 0.346373
1e-05 0.267046 0.178647 0.979598
1e-05 0.058167 0.183247 0.755472
1e-05 0.561119 0.529112 0.299905
1e-05 0.018675 0.992496 0.871563
1e-05 0.514025 0.256168 0.967422
1e-05 0.558312 0.812521 0.906930
1e-05 0.343262 0.313064 0.314306
1e-05 0.308446 0.278435 0.447055
1e-05 0.266820 0.507803 0.865656
1e-05 0.728080 0.040688 0.123884
1e-05 0.458913 0.771379 0.350729
1e-05 0.737377 0.699678 0.672667
1e-05 0.478078 0.936207 0.867593
1e-05 0.591918 0.934744 0.262465
1e-05 0.146128 0.750681 0.265377
1e-05 0.428402 0.264753 0.890804
1e-05 0.687100 0.750439 0.776648
1e-05 0.419521 0.651818 0.472732
1e-05 0.385889 0.786532 0.694645
1e-05 0.454331 0.293300 0.130578
1e-05 0.310247 0.810707 0.392959
1e-05 0.801050 0.856640 0.130250
1e-05 0.093674 0.398779 0.588385
1e-05 0.961371 0.556928 0.303557
1e-05 0.619581 0.880092 0.486702
1e-05 0.449581 0.343919 0.749050
1e-05 0.795416 0.347964 0.161641
1e-05 0.129266 0.228550 0.060190
1e-05 0.241564 0.527551 0.651332
1e-05 0.035901 0.193687 0.001439
1e-05 0.967168 0.495285 0.733447
1e-05 0.323072 0.587808 0.856934
1e-05 0.911330 0.223293 0.480461
1e-05 0.072364 0.217688 0.663922
1e-05 0.298011 0.604173 0.336023
1e-05 0.908429 0.482601 0.001162
1e-05 0.357719 0.501486 0.525360
1e-05 0.148326 0.165990 0.505010
1e-05 0.986564 0.277469 0.186706
1e-05 0.127823 0.335581 0.067342
1e-05 0.756014 0.282570 0.245951
1e-05 0.114137 0.264969 0.121846
1e-05 0.382479 0.971561 0.521278
1e-05 0.772562 0.779869 0.736528
1e-05 0.381635 0.508771 0.174998
1e-05 0.448841 0.428635 0.102959
1e-05 0.483346 0.423169 0.987080
1e-05 0.623782 0.958951 0.795363
1e-05 0.164228 0.220257 0.110340
1e-05 0.863647 0.089130 0.799186
1e-05 0.523578 0.558714 0.568951
1e-05 0.028651 0.892433 0.350226
1e-05 0.553281 0.919649 0.588901
1e-05 0.421892 0.131255 0.435942
1e-05 0.388069 0.846950 0.846751
1e-05 0.785714 0.430146 0.202132
1e-05 0.105456 0.220430 0.801078
1e-05 0.707262 0.194252 0.943221
1e-05 0.345006 0.187527 0.227382
1e-05 0.353676 0.487194 0.160776
1e-05 0.069072 0.431976 0.671578
1e-05 0.673818 0.182571 0.453473
1e-05 0.363674 0.233701 0.118336
1e-05 0.655590 0.540812 0.375158
1e-05 0.453573 0.576781 0.228476
1e-05 0.303288 0.406294 0.313133
1e-05 0.997980 0.754711 0.047784
1e-05 0.241838 0.987366 0.268751
1e-05 0.226196 0.486725 0.212674
1e-05 0.186685 0.136361 0.940701
1e-05 0.532269 0.662838 0.453837
1e-05 0.329566 0.550776 0.544318
1e-05 0.098697 0.761272 0.067525
1e-05 0.957588 0.867929 0.062415
1e-05 0.269331 0.326263 0.883517
1e-05 0.476201 0.364041 0.395981
1e-05 0.476796 0.324838 0.561507
1e-05 0.006139 0.691294 0.892339
1e-05 0.138183 0.281603 0.301103
1e-05 0.424279 0.823525 0.177545
1e-05 0.315729 0.637855 0.215808
1e-05 0.684168 0.205990 0.713237
1e-05 0.652555 0.733402 0.988025
1e-05 0.624106 0.257846 0.092173
1e-05 0.535144 0.112556 0.828410
1e-05 0.757229 0.207864 0.020630
1e-05 0.792774 0.326911 0.468816
1e-05 0.009234 0.216260 0.596592
1e-05 0.041827 0.324652 0.247743
1e-05 0.543275 0.266256 0.609504
1e-05 0.650330 0.146693 0.500759
1e-05 0.857323 0.722135 0.536491
1e-05 0.151070 0.979995 0.355432
1e-05 0.081404 0.316634 0.888050
1e-05 0.844366 0.057446 0.046768
1e-05 0.066328 0.371587 0.657484
1e-05 0.375233 0.156441 0.642136
1e-05 0.995672 0.403114 0.929129
1e-05 0.811803 0.063176 0.819806
1e-05 0.154216 0.172392 0.865501
1e-05 0.524606 0.579825 0.526537
1e-05 0.233126 0.502639 0.885404
1e-05 0.169274 0.129317 0.473411
1e-05 0.521444 0.479177 0.403288
1e-05 0.253709 0.831405 0.312695
1e-05 0.573151 0.562121 0.170071
1e-05 0.642823 0.516874 0.726575
1e-05 0.186636 0.427170 0.868137
1e-05 0.682379 0.836655 0.367080
1e-05 0.960426 0.588075 0.357196
1e-05 0.661049 0.834058 0.738037
1e-05 0.116712 0.905348 0.786616
1e-05 0.029604 0.032043 0.845629
1e-05 0.224575 0.961257 0.525513
1e-05 0.572604 0.799144 0.507749
1e-05 0.841923 0.317265 0.400493
1e-05 0.907913 0.442831 0.199092
1e-05 0.621696 0.896972 0.511805
1e-05 0.554035 0.851346 0.091695
1e-05 0.466304 0.897408 0.718849
1e-05 0.135779 0.834333 0.225318
1e-05 0.986918 0.129853 0.941400
1e-05 0.292028 0.930944 0.518213
1e-05 0.649766 0.916489 0.556002
1e-05 0.776206 0.963875 0.052180
1e-05 0.583724 0.808703 0.412493
1e-05 0.088815 0.626704 0.711119
1e-05 0.456591 0.849808 0.019879
1e-05 0.039931 0.780240 0.249440
1e-05 0.272273 0.492998 0.615938
1e-05 0.912258 0.469859 0.301683
1e-05 0.667648 0.480936 0.552610
1e-05 0.951665 0.623392 0.791179
1e-05 0.131747 0.874899 0.815847
1e-05 0.453754 0.521354 0.144460
1e-05 0.905456 0.390625 0.442879
1e-05 0.233982 0.053848 0.219679
1e-05 0.013251 0.674094 0.583502
1e-05 0.365810 0.453081 0.720471
1e-05 0.792753 0.472879 0.362390
1e-05 0.490270 0.506800 0.213830
1e-05 0.104691 0.103131 0.909506
1e-05 0.828360 0.362206 0.432472
1e-05 0.239325 0.934697 0.940972
1e-05 0.235462 0.219274 0.393843
1e-05 0.405573 0.192089 0.412003
1e-05 0.602502 0.600660 0.960598
1e-05 0.260557 0.345555 0.028156
1e-05 0.835279 0.859000 0.934698
1e-05 0.518948 0.399446 0.517702
1e-05 0.254314 0.879847 0.168607
1e-05 0.296331 0.926444 0.099484
1e-05 0.317560 0.305964 0.679142
1e-05 0.649787 0.994057 0.043634
1e-05 0.380873 0.575356 0.938517
1e-05 0.269758 0.226710 0.015119
1e-05 0.794568 0.382877 0.717164
1e-05 0.629673 0.205314 0.307292
1e-05 0.715236 0.507064 0.441061
1e-05 0.012312 0.015388 0.570830
1e-05 0.189970 0.970139 0.021678
1e-05 0.869798 0.236279 0.276583
1e-05 0.246802 0.629553 0.416002
1e-05 0.761385 0.839363 0.295894
1e-05 0.564875 0.181133 0.410744
1e-05 0.554734 0.620182 0.748796
1e-05 0.915845 0.462284 0.272096
1e-05 0.131895 0.765774 0.255219
1e-05 0.944874 0.132933 0.839091
1e-05 0.443452 0.032476 0.184728
1e-05 0.603332 0.382963 0.664372
1e-05 0.441053 0.912350 0.826347
1e-05 0.179097 0.654635 0.573577
1e-05 0.713267 0.789936 0.277065
1e-05 0.050996 0.856858 0.149502
1e-05 0.334377 0.949175 0.586797
1e-05 0.616404 0.059324 0.543445
1e-05 0.148913 0.851196 0.870102
1e-05 0.993473 0.061531 0.765870
1e-05 0.445635 0.694853 0.224526
1e-05 0.569715 0.120964 0.867805
1e-05 0.480378 0.696234 0.665431
1e-05 0.434321 0.775258 0.736840
1e-05 0.219145 0.995670 0.441363
1e-05 0.513396 0.892224 0.737697
1e-05 0.944064 0.486520 0.805926
1e-05 0.831434 0.500129 0.584674
1e-05 0.759550 0.823047 0.471215
1e-05 0.081217 0.751792 0.687395
1e-05 0.396679 0.320177 0.515057
1e-05 0.359118 0.832412 0.066324
1e-05 0.982906 0.453341 0.738494
1e-05 0.318691 0.541643 0.229641
1e-05 0.157217 0.044311 0.523850
1e-05 0.005715 0.528452 0.075390
1e-05 0.529783 0.621955 0.270436
1e-05 0.323871 0.023408 0.385099
1e-05 0.409540 0.387459 0.801420
1e-05 0.593785 0.945418 0.909736
1e-05 0.454054 0.945854 0.950771
1e-05 0.881181 0.450348 0.202674
1e-05 0.448538 0.203700 0.142292
1e-05 0.040414 0.404631 0.035177
1e-05 0.859246 0.997306 0.260393
1e-05 0.052258 0.938238 0.917777
1e-05 0.934951 0.946409 0.765041
1e-05 0.453049 0.057688 0.032972
1e-05 0.459292 0.708498 0.378174
1e-05 0.695608 0.471988 0.488323
1e-05 0.783902 0.436616 0.816438
1e-05 0.414633 0.314346 0.964531
1e-05 0.403627 0.886919 0.495351
1e-05 0.380675 0.747764 0.022633
1e-05 0.157621 0.615952 0.787124
1e-05 0.952414 0.235649 0.160484
1e-05 0.081908 0.200254 0.091676
1e-05 0.241444 0.825555 0.402546
1e-05 0.069789 0.294864 0.649876
1e-05 0.857222 0.175280 0.408574
1e-05 0.607873 0.387971 0.768715
1e-05 0.246885 0.883647 0.603030
1e-05 0.025359 0.016776 0.037687
1e-05 0.055400 0.126023 0.520208
1e-05 0.249960 0.511458 0.669910
1e-05 0.719911 0.070182 0.979816
1e-05 0.519457 0.041024 0.599108
1e-05 0.444787 0.172669 0.744791
1e-05 0.757768 0.027340 0.164040
1e-05 0.587122 0.321228 0.566679
1e-05 0.881017 0.525618 0.900488
1e-05 0.844436 0.196431 0.205951
1e-05 0.128336 0.744714 0.010168
1e-05 0.714270 0.200709 0.007517
1e-05 0.518712 0.774153 0.699962
1e-05 0.632849 0.285337 0.414254
1e-05 0.446803 0.355724 0.337189
1e-05 0.653862 0.800048 0.615393
1e-05 0.934792 0.252044 0.646168
1e-05 0.856595 0.210839 0.646494
1e-05 0.099373 0.770158 0.437601
1e-05 0.519882 0.873018 0.134241
1e-05 0.545710 0.877724 0.837067
1e-05 0.139918 0.808034 0.348697
1e-05 0.545939 0.269354 0.126081
1e-05 0.979893 0.990028 0.343681
1e-05 0.529742 0.496201 0.689915
1e-05 0.302037 0.698111 0.116781
1e-05 0.892455 0.553005 0.706065
1e-05 0.474635 0.340937 0.781950
1e-05 0.678675 0.267207 0.202812
1e-05 0.812855 0.097035 0.617247
1e-05 0.402322 0.432941 0.850373
1e-05 0.666172 0.831494 0.161964
1e-05 0.865008 0.370420 0.015075
1e-05 0.624351 0.630925 0.800320
1e-05 0.677412 0.624401 0.375588
1e-05 0.996192 0.442694 0.353917
1e-05 0.718202 0.502964 0.660833
1e-05 0.415640 0.851086 0.650125
1e-05 0.572329 0.919941 0.414829
1e-05 0.019454 0.086556 0.061035
1e-05 0.505959 0.267372 0.056915
1e-05 0.784048 0.409445 0.652204
1e-05 0.068105 0.535973 0.311445
1e-05 0.707573 0.174619 0.002809
1e-05 0.012225 0.481300 0.975331
1e-05 0.277006 0.088470 0.851322
1e-05 0.875751 0.494419 0.411812
1e-05 0.671685 0.018139 0.066338
1e-05 0.060238 0.602397 0.173042
1e-05 0.662633 0.912526 0.532711
1e-05 0.163413 0.200257 0.389136
1e-05 0.231196 0.705755 0.250508
1e-05 0.836153 0.610040 0.522063
1e-05 0.730351 0.096355 0.755601
1e-05 0.630245 0.517201 0.112699
1e-05 0.030262 0.957469 0.354470
1e-05 0.756603 0.237314 0.268238
1e-05 0.814102 0.009853 0.811382
1e-05 0.578111 0.397141 0.667137
1e-05 0.417977 0.367463 0.564714
1e-05 0.901610 0.325659 0.873656
1e-05 0.209352 0.648818 0.708189
1e-05 0.530472 0.899322 0.740512
1e-05 0.950853 0.793681 0.994645
1e-05 0.037596 0.597802 0.018166
1e-05 0.973256 0.131080 0.157527
1e-05 0.740984 0.216354 0.538657
1e-05 0.741007 0.389558 0.036650
1e-05 0.129057 0.687607 0.094573
1e-05 0.101631 0.657913 0.237381
1e-05 0.952845 0.483447 0.002377
1e-05 0.745842 0.772546 0.336693
1e-05 0.947040 0.826952 0.228298
1e-05 0.403822 0.062147 0.898148
1e-05 0.050156 0.508465 0.258932
1e-05 0.251722 0.025429 0.907251
1e-05 0.060485 0.640125 0.446986
1e-05 0.023921 0.200373 0.707178
1e-05 0.914297 0.706214 0.030422
1e-05 0.729259 0.348040 0.805354
1e-05 0.150810 0.578472 0.755358
1e-05 0.744992 0.977764 0.133100
1e-05 0.504205 0.891915 0.201418
1e-05 0.798193 0.515347 0.720341
1e-05 0.473192 0.926968 0.839649
1e-05 0.719519 0.585281 0.065486
1e-05 0.859736 0.162324 0.173999
1e-05 0.522951 0.697401 0.606687
1e-05 0.201335 0.314669 0.142824
1e-05 0.578134 0.572837 0.566445
1e-05 0.457947 0.481322 0.155358
1e-05 0.576570 0.178816 0.643326
1e-05 0.066955 0.928719 0.055462
1e-05 0.679780 0.538644 0.035811
1e-05 0.719822 0.689985 0.446408
1e-05 0.938659 0.332829 0.212285
1e-05 0.304426 0.839890 0.841022
1e-05 0.325311 0.586119 0.374557
1e-05 0.087039 0.799280 0.148174
1e-05 0.320066 0.757729 0.424262
1e-05 0.750524 0.578066 0.917242
1e-05 0.210745 0.978270 0.827922
1e-05 0.646712 0.758737 0.963905
1e-05 0.102134 0.640736 0.983175
1e-05 0.599631 0.605939 0.421034
1e-05 0.314177 0.904194 0.228884
1e-05 0.005353 0.178852 0.680588
1e-05 0.631324 0.888100 0.935632
1e-05 0.107605 0.491662 0.884349
1e-05 0.692772 0.743370 0.853990
